input,expected_tool_name,expected_tool_args,actual_tool_calls,matched_tool_call,evaluation_result,output,latency_ms,token_usage,execution_success,error
"Add reminder: Pick up dry cleaning, tomorrow 17:00 - 17:15",create_calendar_event,"{""summary"": ""Pick up dry cleaning"", ""start_datetime"": ""2024-07-17 17:00:00"", ""end_datetime"": ""2024-07-17 17:15:00""}",[],,FAIL,,173,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Book a slot for 'Presentation Prep' this Thursday 13:00-15:00.,create_calendar_event,"{""summary"": ""Presentation Prep"", ""start_datetime"": ""2024-07-18 13:00:00"", ""end_datetime"": ""2024-07-18 15:00:00""}",[],,FAIL,,110,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Schedule '1:1 with Manager' next Tuesday 11:30 AM for 30 mins.,create_calendar_event,"{""summary"": ""1:1 with Manager"", ""start_datetime"": ""2024-07-23 11:30:00"", ""end_datetime"": ""2024-07-23 12:00:00""}",[],,FAIL,,283,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What's happening tomorrow?,get_calendar_events,"{""start_datetime"": ""2024-07-17 00:00:00"", ""end_datetime"": ""2024-07-17 23:59:59""}",[],,FAIL,,134,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Find meetings titled 'Planning' next week.,get_calendar_events,"{""summary"": ""Planning"", ""start_datetime"": ""2024-07-22 00:00:00"", ""end_datetime"": ""2024-07-28 23:59:59""}",[],,FAIL,,100,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
"Am I free on Tuesday, July 23rd, 2024 from 8am to 12pm?",get_calendar_events,"{""start_datetime"": ""2024-07-23 08:00:00"", ""end_datetime"": ""2024-07-23 12:00:00"", ""calendar_id"": ""primary"", ""max_results"": 10, ""order_by"": ""startTime""}",[],,FAIL,,114,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
List my next 3 appointments.,get_calendar_events,"{""max_results"": 3}",[],,FAIL,,305,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What events do I have with 'Project Phoenix' in the title next month?,get_calendar_events,"{""summary"": ""Project Phoenix"", ""start_datetime"": ""2024-08-01 00:00:00"", ""end_datetime"": ""2024-08-31 23:59:59""}",[],,FAIL,,144,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
"Show my schedule for July 26th, 2024.",get_calendar_events,"{""start_datetime"": ""2024-07-26 00:00:00"", ""end_datetime"": ""2024-07-27 00:00:00""}",[],,FAIL,,120,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Do I have any 'lunch' events scheduled this month?,get_calendar_events,"{""summary"": ""lunch"", ""start_datetime"": ""2024-07-01 00:00:00"", ""end_datetime"": ""2024-07-31 23:59:59""}",[],,FAIL,,254,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What is the very next event on my calendar?,get_calendar_events,"{""max_results"": 1}",[],,FAIL,,149,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
List events from yesterday.,get_calendar_events,"{""start_datetime"": ""2024-07-15 00:00:00"", ""end_datetime"": ""2024-07-15 23:59:59"", ""calendar_id"": ""primary"", ""max_results"": 10, ""order_by"": ""startTime""}",[],,FAIL,,243,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Get details for event ID def456uvw.,get_calendar_event,"{""event_id"": ""def456uvw"", ""calendar_id"": ""primary""}",[],,FAIL,,139,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Find event ghi789rst.,get_calendar_event,"{""event_id"": ""ghi789rst""}",[],,FAIL,,111,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What are the specifics of event jkl012pqr?,get_calendar_event,"{""event_id"": ""jkl012pqr"", ""calendar_id"": ""primary""}",[],,FAIL,,233,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Pull up event mno345xyz.,get_calendar_event,"{""event_id"": ""mno345xyz"", ""calendar_id"": ""primary""}",[],,FAIL,,126,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Show me the event with ID pqr678abc.,get_calendar_event,"{""event_id"": ""pqr678abc"", ""calendar_id"": ""primary""}",[],,FAIL,,113,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Remove the 'Team Lunch' scheduled for this Friday.,get_calendar_events,"{""summary"": ""Team Lunch"", ""start_datetime"": ""2024-07-19 00:00:00"", ""end_datetime"": ""2024-07-19 23:59:59""}",[],,FAIL,,121,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Delete the event 'Performance Review' on July 30th.,get_calendar_events,"{""summary"": ""Performance Review"", ""start_datetime"": ""2024-07-30 00:00:00"", ""end_datetime"": ""2024-07-31 00:00:00""}",[],,FAIL,,117,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Cancel 'Interview Candidate B' next Monday.,get_calendar_events,"{""summary"": ""Interview Candidate B"", ""start_datetime"": ""2024-07-22 00:00:00"", ""end_datetime"": ""2024-07-23 00:00:00""}",[],,FAIL,,109,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
I need to remove the 'Yoga Class' from my calendar on Thursday evening.,get_calendar_events,"{""summary"": ""Yoga Class"", ""start_datetime"": ""2024-07-18 17:00:00"", ""end_datetime"": ""2024-07-18 21:00:00""}",[],,FAIL,,128,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Please delete the 'Project sync' meeting scheduled for August 5th.,get_calendar_events,"{""summary"": ""Project sync"", ""start_datetime"": ""2024-08-05 00:00:00"", ""end_datetime"": ""2024-08-05 23:59:59""}",[],,FAIL,,898,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Check calendar for August 1st.,get_calendar_events,"{""start_datetime"": ""2024-08-01 00:00:00"", ""end_datetime"": ""2024-08-01 23:59:59""}",[],,FAIL,,155,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Is there anything scheduled for 3 PM tomorrow?,get_calendar_events,"{""start_datetime"": ""2024-07-17 15:00:00"", ""end_datetime"": ""2024-07-17 16:00:00""}",[],,FAIL,,140,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
"Create calendar event: 'Submit Report' deadline, Friday July 19th 2024 5:00 PM - 5:30 PM.",create_calendar_event,"{""summary"": ""Submit Report"", ""start_datetime"": ""2024-07-19 17:00:00"", ""end_datetime"": ""2024-07-19 17:30:00""}",[],,FAIL,,143,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Show all 'Meeting' events in the next 2 days.,get_calendar_events,"{""summary"": ""Meeting"", ""start_datetime"": ""2024-07-16 09:00:00"", ""end_datetime"": ""2024-07-18 09:00:00""}",[],,FAIL,,182,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Cancel event ID stu901def.,delete_calendar_event,{},[],,FAIL,,136,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Create a quick 10 min sync called 'Check-in' for 16:00 today.,create_calendar_event,"{""summary"": ""Check-in"", ""start_datetime"": ""2024-07-16 16:00:00"", ""end_datetime"": ""2024-07-16 16:10:00""}",[],,FAIL,,127,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What do I have next Monday between 9 AM and 12 PM?,get_calendar_events,"{""start_datetime"": ""2024-07-22 09:00:00"", ""end_datetime"": ""2024-07-22 12:00:00""}",[],,FAIL,,126,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Delete the 'Quarterly Planning' event.,get_calendar_events,"{""summary"": ""Quarterly Planning""}",[],,FAIL,,299,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Find event 'Code Review' this week.,get_calendar_events,"{""summary"": ""Code Review"", ""start_datetime"": ""2024-07-15 00:00:00"", ""end_datetime"": ""2024-07-21 23:59:59""}",[],,FAIL,,165,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Add 'Weekly Sync A' on 2024-07-23 09:00-09:30.,create_calendar_event,"{""summary"": ""Weekly Sync A"", ""start_datetime"": ""2024-07-23 09:00:00"", ""end_datetime"": ""2024-07-23 09:30:00""}",[],,FAIL,,123,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Schedule 'Project X Meeting' for 2024-07-25 11:00 to 12:00.,create_calendar_event,"{""summary"": ""Project X Meeting"", ""start_datetime"": ""2024-07-25 11:00:00"", ""end_datetime"": ""2024-07-25 12:00:00""}",[],,FAIL,,139,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Book 'Task Review' on 2024-07-29 14:30 for 30 minutes.,create_calendar_event,"{""summary"": ""Task Review"", ""start_datetime"": ""2024-07-29 14:30:00"", ""end_datetime"": ""2024-07-29 15:00:00""}",[],,FAIL,,184,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Put 'Client Check-in' on calendar for 2024-08-01 10:00-10:15.,create_calendar_event,"{""summary"": ""Client Check-in"", ""start_datetime"": ""2024-08-01 10:00:00"", ""end_datetime"": ""2024-08-01 10:15:00""}",[],,FAIL,,426,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Create event 'Planning Session Part 1' on 2024-08-05 09:00 to 11:00.,create_calendar_event,"{""summary"": ""Planning Session Part 1"", ""start_datetime"": ""2024-08-05 09:00:00"", ""end_datetime"": ""2024-08-05 11:00:00""}",[],,FAIL,,128,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Add 'Quick Standup' for 2024-07-18 08:45-09:00.,create_calendar_event,"{""summary"": ""Quick Standup"", ""start_datetime"": ""2024-07-18 08:45:00"", ""end_datetime"": ""2024-07-18 09:00:00""}",[],,FAIL,,159,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Book 'Feedback Session' on 2024-07-22 15:00 for 45 minutes.,create_calendar_event,"{""summary"": ""Feedback Session"", ""start_datetime"": ""2024-07-22 15:00:00"", ""end_datetime"": ""2024-07-22 15:45:00""}",[],,FAIL,,163,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Schedule 'Final Approval Meeting' for 2024-07-26 11:30 to 12:00.,create_calendar_event,"{""summary"": ""Final Approval Meeting"", ""start_datetime"": ""2024-07-26 11:30:00"", ""end_datetime"": ""2024-07-26 12:00:00""}",[],,FAIL,,130,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Add event 'Code Freeze Prep' on 2024-07-30 16:00-17:00.,create_calendar_event,"{""summary"": ""Code Freeze Prep"", ""start_datetime"": ""2024-07-30 16:00:00"", ""end_datetime"": ""2024-07-30 17:00:00""}",[],,FAIL,,164,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Mark 'Company Holiday' for 2024-08-15 all day.,create_calendar_event,"{""summary"": ""Company Holiday"", ""start_datetime"": ""2024-08-15 00:00:00"", ""end_datetime"": ""2024-08-15 23:59:59""}",[],,FAIL,,582,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Show calendar for 2024-07-29.,get_calendar_events,"{""start_datetime"": ""2024-07-29 00:00:00"", ""end_datetime"": ""2024-07-29 23:59:59""}",[],,FAIL,,144,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
List events for 2024-08-02 between 13:00 and 16:00.,get_calendar_events,"{""start_datetime"": ""2024-08-02 13:00:00"", ""end_datetime"": ""2024-08-02 16:00:00""}",[],,FAIL,,111,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What's scheduled on 2024-08-07 from 10:00 to 11:00?,get_calendar_events,"{""start_datetime"": ""2024-08-07 10:00:00"", ""end_datetime"": ""2024-08-07 11:00:00""}",[],,FAIL,,114,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Find 'Workshop' events on 2024-08-08.,get_calendar_events,"{""summary"": ""Workshop"", ""start_datetime"": ""2024-08-08 00:00:00"", ""end_datetime"": ""2024-08-08 23:59:59""}",[],,FAIL,,119,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Search for events with summary 'Review' on 2024-07-24.,get_calendar_events,"{""summary"": ""Review"", ""start_datetime"": ""2024-07-24 00:00:00"", ""end_datetime"": ""2024-07-24 23:59:59""}",[],,FAIL,,139,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Show details for event 123_xyz_789.,get_calendar_event,"{""event_id"": ""123_xyz_789""}",[],,FAIL,,92,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Retrieve event meeting_abc_456.,get_calendar_event,"{""event_id"": ""meeting_abc_456""}",[],,FAIL,,339,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Delete event id task_def_111.,delete_calendar_event,"{""event_id"": ""task_def_111""}",[],,FAIL,,179,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Cancel event: sync_ghi_222.,delete_calendar_event,"{""event_id"": ""sync_ghi_222""}",[],,FAIL,,125,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Remove the event with ID reminder_jkl_333.,delete_calendar_event,"{""event_id"": ""reminder_jkl_333""}",[],,FAIL,,126,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Delete the 'Old Meeting' scheduled for 2024-07-19.,get_calendar_events,"{""summary"": ""Old Meeting"", ""start_datetime"": ""2024-07-19 00:00:00"", ""end_datetime"": ""2024-07-19 23:59:59""}",[],,FAIL,,107,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Cancel 'Sprint Demo' on 2024-07-31.,get_calendar_events,"{""summary"": ""Sprint Demo"", ""start_datetime"": ""2024-07-31 00:00:00"", ""end_datetime"": ""2024-07-31 23:59:59""}",[],,FAIL,,159,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Add 'Final Touches' on 2024-08-14 from 15:30 to 16:00.,create_calendar_event,"{""summary"": ""Final Touches"", ""start_datetime"": ""2024-08-14 15:30:00"", ""end_datetime"": ""2024-08-14 16:00:00""}",[],,FAIL,,396,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
What is the very next event on my calendar?,get_calendar_events,"{""max_results"": 1}",[],,FAIL,,124,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Show me the next 7 calendar events.,get_calendar_events,{},[],,FAIL,,117,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Schedule 'Team Meeting' for 2024-07-20 at 2 PM for 1 hour.,create_calendar_event,"{""summary"": ""Team Meeting"", ""start_datetime"": ""2024-07-20 14:00:00"", ""end_datetime"": ""2024-07-20 15:00:00""}",[],,FAIL,,136,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
Any events on 2024-07-21 between 9 AM and 12 PM?,get_calendar_events,"{""start_datetime"": ""2024-07-21 09:00:00"", ""end_datetime"": ""2024-07-21 12:00:00""}",[],,FAIL,,95,,False,"Error code: 404 - {'error': {'message': 'No endpoints found that support tool use. To learn more about provider routing, visit: https://openrouter.ai/docs/provider-routing', 'code': 404}}"
